"Competencia";"is_total";"Tipo_Movimentacao";"cnae_subclasse";"Quantidade"
"Mai/2024";FALSE;"Desligamento por morte";"2451";11
"Jul/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";203
"Out/2020";FALSE;"Desligamento a pedido";"2452";133
"Jul/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";211
"Nov/2024";FALSE;"Desligamento por demissão com justa causa";"2451";37
"Abr/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";491
"Out/2021";FALSE;"Desligamento por morte";"2451";12
"Mar/2021";FALSE;"Admissão por primeiro emprego";"2451";123
"Jan/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";464
"Abr/2021";FALSE;"Desligamento por morte";"2451";19
"Mar/2025";FALSE;"Desligamento por demissão com justa causa";"2452";11
"Dez/2020";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jun/2021";FALSE;"Desligamento por demissão com justa causa";"2451";48
"Nov/2020";FALSE;"Desligamento por morte";"2452";2
"Abr/2025";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Ago/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Mar/2023";FALSE;"Desligamento por demissão com justa causa";"2451";63
"Nov/2021";FALSE;"Desligamento a pedido";"2452";122
"Jan/2021";FALSE;"Admissão por primeiro emprego";"2451";163
"Jan/2025";FALSE;"Desligamento por demissão com justa causa";"2452";11
"Abr/2021";FALSE;"Desligamento por demissão com justa causa";"2451";61
"Mai/2025";FALSE;"Desligamento por demissão com justa causa";"2451";75
"Abr/2022";FALSE;"Desligamento por morte";"2451";10
"Set/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Ago/2022";FALSE;"Desligamento por morte";"2451";13
"Ago/2020";FALSE;"Admissão por primeiro emprego";"2452";30
"Abr/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";5
"Nov/2022";FALSE;"Desligamento por demissão com justa causa";"2451";44
"Jun/2022";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";4
"Mar/2022";FALSE;"Desligamento por morte";"2451";3
"Mai/2022";FALSE;"Desligamento por morte";"2452";2
"Jun/2025";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Jul/2025";FALSE;"Desligamento a pedido";"2451";601
"Fev/2021";FALSE;"Desligamento por demissão com justa causa";"2452";15
"Abr/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";290
"Nov/2021";FALSE;"Desligamento por demissão com justa causa";"2451";79
"Jun/2020";FALSE;"Desligamento por morte";"2451";4
"Jun/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";254
"Nov/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";353
"Out/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";304
"Ago/2022";FALSE;"Desligamento por morte";"2452";2
"Jul/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";234
"Ago/2022";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Set/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";448
"Abr/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";592
"Abr/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";71
"Abr/2020";FALSE;"Desligamento por aposentadoria";"2452";1
"Mai/2025";FALSE;"Desligamento a pedido";"2452";169
"Jan/2021";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Abr/2021";FALSE;"Desligamento por morte";"2452";7
"Jan/2020";FALSE;"Desligamento a pedido";"2452";67
"Jul/2020";FALSE;"Desligamento por morte";"2451";5
"Jun/2021";FALSE;"Desligamento por morte";"2452";1
"Nov/2025";FALSE;"Desligamento a pedido";"2451";364
"Out/2024";FALSE;"Desligamento a pedido";"2452";155
"Mar/2024";FALSE;"Desligamento por demissão com justa causa";"2451";47
"Mai/2022";FALSE;"Desligamento a pedido";"2451";556
"Jan/2021";FALSE;"Admissão por primeiro emprego";"2452";31
"Ago/2021";FALSE;"Desligamento por morte";"2451";4
"Abr/2021";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Abr/2025";FALSE;"Desligamento por morte";"2451";5
"Nov/2020";FALSE;"Desligamento por morte";"2451";8
"Jun/2021";FALSE;"Desligamento por morte";"2451";17
"Dez/2024";FALSE;"Desligamento por morte";"2451";6
"Ago/2024";FALSE;"Desligamento por morte";"2451";8
"Fev/2025";FALSE;"Desligamento a pedido";"2451";716
"Jul/2024";FALSE;"Desligamento a pedido";"2452";139
"Jul/2023";FALSE;"Desligamento por demissão com justa causa";"2451";39
"Mai/2023";FALSE;"Desligamento a pedido";"2451";547
"Set/2023";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Dez/2024";FALSE;"Desligamento a pedido";"2451";311
"Dez/2021";FALSE;"Desligamento por demissão com justa causa";"2451";68
"Nov/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";583
"Jun/2020";FALSE;"Desligamento a pedido";"2452";41
"Abr/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";212
"Abr/2025";FALSE;"Desligamento a pedido";"2452";141
"Set/2020";FALSE;"Desligamento por demissão com justa causa";"2452";2
"Jun/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";207
"Mar/2022";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2
"Jun/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";6
"Mar/2023";FALSE;"Desligamento por morte";"2452";3
"Jun/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";744
"Out/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";643
"Set/2022";FALSE;"Desligamento por morte";"2452";3
"Ago/2020";FALSE;"Desligamento por morte";"2451";10
"Out/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";222
"Abr/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";445
"Jun/2022";FALSE;"Desligamento a pedido";"2452";104
"Jul/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";8
"Fev/2023";FALSE;"Desligamento a pedido";"2452";113
"Jun/2024";FALSE;"Desligamento a pedido";"2452";132
"Mai/2021";FALSE;"Desligamento a pedido";"2451";497
"Fev/2020";FALSE;"Desligamento por aposentadoria";"2452";1
"Jun/2025";FALSE;"Desligamento por morte";"2452";6
"Set/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";316
"Mar/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";798
"Jan/2022";FALSE;"Desligamento a pedido";"2452";120
"Set/2020";FALSE;"Desligamento a pedido";"2451";366
"Ago/2024";FALSE;"Desligamento a pedido";"2451";689
"Fev/2020";FALSE;"Admissão por primeiro emprego";"2452";39
"Fev/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1176
"Jul/2023";FALSE;"Desligamento a pedido";"2452";100
"Jan/2020";FALSE;"Desligamento por demissão com justa causa";"2451";15
"Jul/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";297
"Jul/2023";FALSE;"Desligamento por morte";"2452";1
"Dez/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";528
"Jul/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";584
"Out/2025";FALSE;"Desligamento a pedido";"2451";532
"Mar/2025";FALSE;"Desligamento por demissão com justa causa";"2451";54
"Dez/2020";FALSE;"Admissão por primeiro emprego";"2452";18
"Nov/2025";FALSE;"Desligamento a pedido";"2452";106
"Nov/2020";FALSE;"Admissão por primeiro emprego";"2451";55
"Nov/2023";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Dez/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";618
"Dez/2022";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Ago/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";267
"Jan/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";890
"Jan/2023";FALSE;"Desligamento por demissão com justa causa";"2452";4
"Jan/2025";FALSE;"Desligamento por morte";"2451";5
"Fev/2023";FALSE;"Desligamento a pedido";"2451";521
"Jan/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";2
"Jan/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";136
"Fev/2021";FALSE;"Desligamento por morte";"2452";3
"Fev/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";5
"Jul/2021";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Set/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";761
"Ago/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";220
"Nov/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";237
"Mai/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1912
"Mar/2020";FALSE;"Admissão por primeiro emprego";"2452";22
"Dez/2020";FALSE;"Desligamento por morte";"2452";1
"Ago/2025";FALSE;"Desligamento por demissão com justa causa";"2451";46
"Out/2020";FALSE;"Desligamento por morte";"2451";5
"Set/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";3
"Jul/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Nov/2025";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Jul/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Set/2025";FALSE;"Desligamento a pedido";"2452";175
"Dez/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";616
"Mai/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";83
"Mai/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";324
"Fev/2022";FALSE;"Desligamento por morte";"2451";6
"Nov/2025";FALSE;"Desligamento por morte";"2452";5
"Out/2020";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Jun/2020";FALSE;"Admissão por primeiro emprego";"2452";4
"Jan/2025";FALSE;"Desligamento a pedido";"2451";543
"Fev/2022";FALSE;"Desligamento por morte";"2452";4
"Mar/2023";FALSE;"Desligamento a pedido";"2451";643
"Ago/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";971
"Jul/2024";FALSE;"Desligamento por demissão com justa causa";"2451";35
"Mar/2025";FALSE;"Desligamento por morte";"2451";6
"Jan/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";307
"Dez/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";353
"Abr/2022";FALSE;"Desligamento a pedido";"2451";539
"Out/2025";FALSE;"Desligamento por morte";"2452";4
"Nov/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";239
"Out/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";296
"Jul/2025";FALSE;"Desligamento a pedido";"2452";132
"Jul/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";771
"Jan/2021";FALSE;"Desligamento a pedido";"2451";486
"Ago/2025";FALSE;"Desligamento a pedido";"2452";129
"Jul/2022";FALSE;"Desligamento por morte";"2452";1
"Nov/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";483
"Jun/2022";FALSE;"Desligamento por morte";"2452";1
"Nov/2022";FALSE;"Desligamento por morte";"2452";1
"Abr/2023";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";3
"Abr/2022";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Fev/2022";FALSE;"Desligamento por demissão com justa causa";"2451";47
"Mar/2023";FALSE;"Desligamento a pedido";"2452";116
"Out/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";649
"Abr/2020";FALSE;"Desligamento por demissão com justa causa";"2451";8
"Jan/2023";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Mar/2020";FALSE;"Desligamento a pedido";"2451";217
"Fev/2020";FALSE;"Desligamento a pedido";"2451";246
"Mai/2021";FALSE;"Desligamento por demissão com justa causa";"2452";17
"Mar/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";491
"Set/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";777
"Set/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";147
"Set/2020";FALSE;"Admissão por primeiro emprego";"2451";110
"Mar/2024";FALSE;"Desligamento a pedido";"2452";120
"Abr/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";859
"Out/2020";FALSE;"Desligamento por morte";"2452";5
"Nov/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2
"Nov/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2
"Mai/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";594
"Mai/2020";FALSE;"Desligamento a pedido";"2452";19
"Ago/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";136
"Mar/2020";FALSE;"Desligamento por demissão com justa causa";"2451";23
"Jan/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";142
"Ago/2025";FALSE;"Desligamento por morte";"2452";1
"Mai/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";482
"Mar/2025";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Jan/2020";FALSE;"Admissão por primeiro emprego";"2451";148
"Mar/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Fev/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";208
"Out/2024";FALSE;"Desligamento a pedido";"2451";683
"Mar/2021";FALSE;"Desligamento por morte";"2451";7
"Set/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";231
"Ago/2021";FALSE;"Desligamento a pedido";"2452";175
"Ago/2021";FALSE;"Desligamento por morte";"2452";3
"Fev/2024";FALSE;"Desligamento por morte";"2451";7
"Abr/2024";FALSE;"Desligamento por demissão com justa causa";"2452";7
"Jan/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";978
"Mai/2021";FALSE;"Desligamento por morte";"2452";4
"Nov/2024";FALSE;"Desligamento a pedido";"2452";120
"Jul/2022";FALSE;"Desligamento por morte";"2451";7
"Dez/2021";FALSE;"Desligamento a pedido";"2452";115
"Abr/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";770
"Set/2020";FALSE;"Desligamento por demissão com justa causa";"2451";26
"Ago/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";6
"Abr/2020";FALSE;"Desligamento a pedido";"2451";104
"Fev/2025";FALSE;"Desligamento por morte";"2452";3
"Mai/2022";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";2
"Out/2025";FALSE;"Desligamento por demissão com justa causa";"2452";9
"Abr/2023";FALSE;"Desligamento por demissão com justa causa";"2451";56
"Set/2020";FALSE;"Desligamento por morte";"2452";2
"Mar/2021";FALSE;"Desligamento por aposentadoria";"2452";1
"Out/2023";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Set/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";634
"Ago/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";575
"Ago/2021";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Jun/2022";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Fev/2023";FALSE;"Desligamento por demissão com justa causa";"2451";58
"Out/2023";FALSE;"Desligamento por morte";"2452";2
"Fev/2023";FALSE;"Desligamento por morte";"2451";4
"Jul/2021";FALSE;"Desligamento por demissão com justa causa";"2451";51
"Set/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";246
"Fev/2021";FALSE;"Admissão por primeiro emprego";"2451";162
"Ago/2021";FALSE;"Desligamento por demissão com justa causa";"2451";64
"Jan/2023";FALSE;"Desligamento por demissão com justa causa";"2451";54
"Jun/2020";FALSE;"Desligamento a pedido";"2451";113
"Jun/2020";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Jan/2021";FALSE;"Desligamento por morte";"2452";6
"Dez/2020";FALSE;"Admissão por primeiro emprego";"2451";48
"Jun/2023";FALSE;"Desligamento por morte";"2452";2
"Set/2022";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Set/2024";FALSE;"Desligamento por demissão com justa causa";"2451";50
"Ago/2020";FALSE;"Admissão por primeiro emprego";"2451";68
"Jun/2025";FALSE;"Desligamento por morte";"2451";6
"Nov/2023";FALSE;"Desligamento a pedido";"2451";435
"Out/2025";FALSE;"Desligamento a pedido";"2452";129
"Jul/2025";FALSE;"Desligamento por morte";"2451";6
"Mar/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Set/2022";FALSE;"Desligamento por morte";"2451";7
"Out/2024";FALSE;"Desligamento por demissão com justa causa";"2451";57
"Abr/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";1032
"Abr/2020";FALSE;"Desligamento a pedido";"2452";24
"Mai/2022";FALSE;"Desligamento por demissão com justa causa";"2451";54
"Fev/2023";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Jun/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";281
"Dez/2020";FALSE;"Desligamento a pedido";"2451";357
"Abr/2022";FALSE;"Desligamento por demissão com justa causa";"2451";34
"Mai/2020";FALSE;"Desligamento por morte";"2452";4
"Set/2025";FALSE;"Desligamento por morte";"2451";7
"Ago/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";275
"Nov/2022";FALSE;"Desligamento por morte";"2451";8
"Jul/2024";FALSE;"Desligamento por morte";"2451";14
"Mai/2023";FALSE;"Desligamento a pedido";"2452";97
"Dez/2022";FALSE;"Desligamento por morte";"2451";5
"Dez/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Dez/2023";FALSE;"Desligamento por morte";"2452";3
"Fev/2022";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Nov/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";255
"Fev/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2375
"Ago/2020";FALSE;"Desligamento a pedido";"2451";291
"Out/2021";FALSE;"Desligamento por demissão com justa causa";"2451";99
"Nov/2023";FALSE;"Desligamento a pedido";"2452";90
"Out/2025";FALSE;"Desligamento por demissão com justa causa";"2451";70
"Set/2024";FALSE;"Desligamento por morte";"2451";6
"Jun/2021";FALSE;"Desligamento por aposentadoria";"2451";1
"Jan/2022";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Out/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";162
"Jun/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Jul/2021";FALSE;"Desligamento a pedido";"2451";516
"Set/2021";FALSE;"Desligamento por demissão com justa causa";"2452";13
"Fev/2022";FALSE;"Desligamento a pedido";"2452";130
"Dez/2024";FALSE;"Desligamento por demissão com justa causa";"2451";39
"Jul/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Abr/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";2
"Abr/2023";FALSE;"Desligamento a pedido";"2451";445
"Jan/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";1
"Ago/2024";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Set/2022";FALSE;"Desligamento a pedido";"2451";594
"Dez/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Dez/2021";FALSE;"Desligamento por morte";"2451";8
"Jan/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";640
"Ago/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";260
"Jun/2020";FALSE;"Admissão por primeiro emprego";"2451";23
"Set/2024";FALSE;"Desligamento por morte";"2452";2
"Set/2025";FALSE;"Desligamento a pedido";"2451";531
"Jun/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";607
"Jul/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";261
"Mai/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";5
"Jan/2022";FALSE;"Desligamento por morte";"2451";12
"Nov/2021";FALSE;"Desligamento por morte";"2452";5
"Mar/2021";FALSE;"Desligamento por morte";"2452";1
"Fev/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";653
"Fev/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";530
"Mar/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";312
"Fev/2024";FALSE;"Desligamento por morte";"2452";3
"Abr/2024";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";580
"Jun/2023";FALSE;"Desligamento por demissão com justa causa";"2452";3
"Jul/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";1
"Out/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";2
"Nov/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";2
"Ago/2022";FALSE;"Desligamento a pedido";"2452";147
"Jan/2022";FALSE;"Desligamento por morte";"2452";4
"Nov/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";682
"Fev/2024";FALSE;"Desligamento a pedido";"2452";111
"Abr/2020";FALSE;"Admissão por primeiro emprego";"2452";5
"Jun/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";290
"Jul/2024";FALSE;"Desligamento a pedido";"2451";518
"Ago/2023";FALSE;"Desligamento por morte";"2452";3
"Ago/2025";FALSE;"Desligamento por morte";"2451";7
"Mar/2025";FALSE;"Desligamento a pedido";"2452";188
"Fev/2020";FALSE;"Desligamento por morte";"2451";4
"Out/2020";FALSE;"Desligamento por demissão com justa causa";"2451";11
"Out/2024";FALSE;"Desligamento por morte";"2452";3
"Jun/2024";FALSE;"Desligamento por demissão com justa causa";"2452";6
"Mar/2021";FALSE;"Desligamento a pedido";"2452";120
"Fev/2022";FALSE;"Desligamento a pedido";"2451";603
"Out/2023";FALSE;"Desligamento por demissão com justa causa";"2452";12
"Jun/2021";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1
"Nov/2020";FALSE;"Desligamento a pedido";"2451";437
"Abr/2025";FALSE;"Desligamento por demissão com justa causa";"2451";73
"Mai/2025";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";1
"Jun/2024";FALSE;"Desligamento por morte";"2452";2
"Mai/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";729
"Abr/2021";FALSE;"Desligamento a pedido";"2451";477
"Jul/2023";FALSE;"Desligamento a pedido";"2451";459
"Out/2022";FALSE;"Desligamento a pedido";"2451";556
"Abr/2020";FALSE;"Desligamento por demissão com justa causa";"2452";5
"Mai/2025";FALSE;"Desligamento a pedido";"2451";601
"Jul/2024";FALSE;"Desligamento por morte";"2452";3
"Mar/2025";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";603
"Set/2023";FALSE;"Desligamento por morte";"2451";9
"Nov/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";620
"Jul/2022";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";693
"Jan/2024";FALSE;"Desligamento a pedido";"2451";498
"Jun/2021";FALSE;"Desligamento a pedido";"2451";511
"Dez/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";241
"Mar/2021";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Mar/2022";FALSE;"Desligamento por demissão com justa causa";"2451";59
"Mai/2025";FALSE;"Desligamento por morte";"2451";10
"Set/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";1
"Jul/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";625
"Out/2025";FALSE;"Desligamento por morte";"2451";5
"Mar/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";280
"Mar/2021";FALSE;"Desligamento a pedido";"2451";565
"Out/2021";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";259
"Dez/2024";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Dez/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2452";244
"Set/2020";FALSE;"Desligamento a pedido";"2452";120
"Mar/2022";FALSE;"Desligamento por demissão com justa causa";"2452";8
"Out/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";1345
"Mai/2022";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2451";3
"Jul/2020";FALSE;"Admissão por reemprego, reint, e Contr de trabalho por prazo det";"2452";256
"Abr/2021";FALSE;"Admissão por primeiro emprego";"2451";102
"Fev/2021";FALSE;"Desligamento a pedido";"2451";546
"Dez/2021";FALSE;"Desligamento por demissão com justa causa";"2452";11
"Set/2020";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";285
"Jul/2025";FALSE;"Desligamento por morte";"2452";4
"Mar/2024";FALSE;"Desligamento por demissão com justa causa";"2452";10
"Jun/2025";FALSE;"Desligamento a pedido";"2452";156
"Nov/2022";FALSE;"Desligamento a pedido";"2451";460
"Mai/2024";FALSE;"Desligamento a pedido";"2451";587
"Dez/2023";FALSE;"Desligamento por demissão sem justa causa, térm de contrato prz det, térm contrato";"2451";440
"Fev/2020";FALSE;"Admissão por primeiro emprego";"2451";197
